G_Date,G_Q,G_cd,L_Date,L_Q,L_cd ,VG_Date,VG_Q,VG_cd,WOB_Date,WOB_Q,WOB_cd
9/30/2023,3.34,A ,6/22/2024,4500,P ,7/11/2024,2810,P ,10/8/2023,65.6,A 
9/30/2023,3.34,A ,6/22/2024,4670,P ,7/12/2024,2810,P ,10/8/2023,65.6,A 
9/30/2023,3.34,A ,6/22/2024,4610,P ,7/12/2024,2810,P ,10/8/2023,68.8,A 
9/30/2023,3.34,A ,6/22/2024,4700,P ,7/12/2024,2810,P ,10/8/2023,69.9,A 
9/30/2023,3.34,A ,6/22/2024,4570,P ,7/12/2024,2810,P ,10/8/2023,73.1,A 
9/30/2023,3.34,A ,6/22/2024,4510,P ,7/12/2024,2800,P ,10/8/2023,76.4,A 
9/30/2023,3.34,A ,6/22/2024,4530,P ,7/12/2024,2810,P ,10/8/2023,77.5,A 
9/30/2023,3.34,A ,6/22/2024,4540,P ,7/12/2024,2810,P ,10/8/2023,79.8,A 
9/30/2023,3.34,A ,6/22/2024,4440,P ,7/12/2024,2820,P ,10/8/2023,89.2,A 
9/30/2023,3.34,A ,6/22/2024,4710,P ,7/12/2024,2810,P ,10/8/2023,96.5,A 
9/30/2023,3.34,A ,6/22/2024,4580,P ,7/12/2024,2800,P ,10/8/2023,99,A 
9/30/2023,3.34,A ,6/22/2024,4580,P ,7/12/2024,2800,P ,10/8/2023,109,A 
9/30/2023,3.34,A ,6/22/2024,4550,P ,7/12/2024,2800,P ,10/8/2023,116,A 
9/30/2023,3.47,A ,6/22/2024,4580,P ,7/12/2024,2800,P ,10/8/2023,119,A 
9/30/2023,3.47,A ,6/22/2024,4500,P ,7/12/2024,2800,P ,10/8/2023,125,A 
9/30/2023,3.47,A ,6/22/2024,4470,P ,7/12/2024,2770,P ,10/8/2023,125,A 
9/30/2023,3.47,A ,6/22/2024,4550,P ,7/12/2024,2770,P ,10/8/2023,125,A 
9/30/2023,3.47,A ,6/22/2024,4360,P ,7/12/2024,2790,P ,10/8/2023,121,A 
9/30/2023,3.47,A ,6/22/2024,4510,P ,7/12/2024,2760,P ,10/8/2023,123,A 
9/30/2023,3.47,A ,6/22/2024,4460,P ,7/12/2024,2770,P ,10/8/2023,121,A 
9/30/2023,3.59,A ,6/22/2024,4320,P ,7/12/2024,2750,P ,10/8/2023,117,A 
9/30/2023,3.47,A ,6/22/2024,4330,P ,7/12/2024,2760,P ,10/8/2023,121,A 
9/30/2023,3.59,A ,6/22/2024,4420,P ,7/12/2024,2760,P ,10/8/2023,119,A 
9/30/2023,3.47,A ,6/22/2024,4370,P ,7/12/2024,2750,P ,10/8/2023,121,A 
9/30/2023,3.59,A ,6/22/2024,4390,P ,7/12/2024,2750,P ,10/8/2023,117,A 
9/30/2023,3.59,A ,6/22/2024,4330,P ,7/12/2024,2750,P ,10/8/2023,117,A 
9/30/2023,3.59,A ,6/22/2024,4330,P ,7/12/2024,2750,P ,10/8/2023,125,A 
9/30/2023,3.59,A ,6/22/2024,4360,P ,7/12/2024,2740,P ,10/8/2023,127,A 
9/30/2023,3.59,A ,6/22/2024,4310,P ,7/12/2024,2740,P ,10/8/2023,123,A 
9/30/2023,3.59,A ,6/22/2024,4200,P ,7/12/2024,2740,P ,10/8/2023,123,A 
9/30/2023,3.59,A ,6/22/2024,4270,P ,7/12/2024,2740,P ,10/8/2023,119,A 
9/30/2023,3.59,A ,6/22/2024,4250,P ,7/12/2024,2720,P ,10/8/2023,117,A 
9/30/2023,3.72,A ,6/22/2024,4170,P ,7/12/2024,2720,P ,10/8/2023,117,A 
9/30/2023,3.72,A ,6/22/2024,4330,P ,7/12/2024,2710,P ,10/8/2023,115,A 
9/30/2023,3.72,A ,6/22/2024,4250,P ,7/12/2024,2710,P ,10/8/2023,115,A 
9/30/2023,3.72,A ,6/22/2024,4210,P ,7/12/2024,2720,P ,10/8/2023,115,A 
9/30/2023,3.85,A ,6/22/2024,4210,P ,7/12/2024,2700,P ,10/8/2023,112,A 
9/30/2023,3.85,A ,6/22/2024,4150,P ,7/12/2024,2710,P ,10/8/2023,111,A 
9/30/2023,3.99,A ,6/22/2024,4270,P ,7/12/2024,2700,P ,10/8/2023,109,A 
9/30/2023,3.99,A ,6/22/2024,4330,P ,7/12/2024,2700,P ,10/8/2023,108,A 
9/30/2023,3.99,A ,6/22/2024,4290,P ,7/12/2024,2680,P ,10/8/2023,105,A 
9/30/2023,3.99,A ,6/22/2024,4290,P ,7/12/2024,2690,P ,10/8/2023,104,A 
9/30/2023,4.12,A ,6/22/2024,4270,P ,7/12/2024,2690,P ,10/8/2023,100,A 
9/30/2023,4.27,A ,6/22/2024,4270,P ,7/12/2024,2670,P ,10/8/2023,102,A 
9/30/2023,4.41,A ,6/22/2024,4320,P ,7/12/2024,2670,P ,10/8/2023,99,A 
10/1/2023,4.41,A ,6/22/2024,4350,P ,7/12/2024,2670,P ,10/8/2023,97.8,A 
10/1/2023,4.41,A ,6/22/2024,4240,P ,7/12/2024,2680,P ,10/8/2023,95.3,A 
10/1/2023,4.41,A ,6/22/2024,4210,P ,7/12/2024,2680,P ,10/8/2023,96.5,A 
10/1/2023,4.41,A ,6/22/2024,4270,P ,7/12/2024,2670,P ,10/8/2023,92.8,A 
10/1/2023,4.41,A ,6/22/2024,4250,P ,7/12/2024,2670,P ,10/8/2023,90.4,A 
10/1/2023,4.41,A ,6/22/2024,4390,P ,7/12/2024,2670,P ,10/8/2023,92.8,A 
10/1/2023,4.27,A ,6/22/2024,4350,P ,7/12/2024,2670,P ,10/8/2023,92.8,A 
10/1/2023,4.27,A ,6/22/2024,4320,P ,7/12/2024,2670,P ,10/8/2023,91.6,A 
10/1/2023,4.27,A ,6/22/2024,4430,P ,7/12/2024,2670,P ,10/8/2023,89.2,A 
10/1/2023,4.12,A ,6/22/2024,4530,P ,7/12/2024,2670,P ,10/8/2023,86.8,A 
10/1/2023,4.12,A ,6/22/2024,4490,P ,7/12/2024,2670,P ,10/8/2023,89.2,A 
10/1/2023,4.12,A ,6/22/2024,4640,P ,7/12/2024,2660,P ,10/8/2023,86.8,A 
10/1/2023,4.12,A ,6/22/2024,4670,P ,7/12/2024,2670,P ,10/8/2023,85.6,A 
10/1/2023,4.12,A ,6/22/2024,4660,P ,7/12/2024,2670,P ,10/8/2023,85.6,A 
10/1/2023,4.12,A ,6/22/2024,4630,P ,7/12/2024,2670,P ,10/8/2023,84.4,A 
10/1/2023,4.12,A ,6/22/2024,4760,P ,7/12/2024,2670,P ,10/8/2023,82.1,A 
10/1/2023,3.99,A ,6/22/2024,4840,P ,7/12/2024,2640,P ,10/8/2023,81,A 
10/1/2023,3.99,A ,6/22/2024,4900,P ,7/12/2024,2660,P ,10/8/2023,82.1,A 
10/1/2023,3.99,A ,6/22/2024,4900,P ,7/12/2024,2660,P ,10/8/2023,81,A 
10/1/2023,3.99,A ,6/22/2024,4990,P ,7/12/2024,2660,P ,10/8/2023,79.8,A 
10/1/2023,3.99,A ,6/22/2024,4960,P ,7/12/2024,2660,P ,10/8/2023,78.7,A 
10/1/2023,3.99,A ,6/22/2024,5060,P ,7/12/2024,2640,P ,10/8/2023,77.6,A 
10/1/2023,3.99,A ,6/22/2024,5210,P ,7/12/2024,2640,P ,10/8/2023,77.6,A 
10/1/2023,3.85,A ,6/22/2024,5180,P ,7/12/2024,2660,P ,10/8/2023,76.5,A 
10/1/2023,3.85,A ,6/22/2024,5230,P ,7/12/2024,2660,P ,10/8/2023,74.2,A 
10/1/2023,3.85,A ,6/22/2024,5320,P ,7/12/2024,2660,P ,10/8/2023,75.3,A 
10/1/2023,3.99,A ,6/22/2024,5290,P ,7/12/2024,2640,P ,10/9/2023,75.3,A 
10/1/2023,3.85,A ,6/22/2024,5300,P ,7/12/2024,2640,P ,10/9/2023,74.2,A 
10/1/2023,3.99,A ,6/22/2024,5580,P ,7/12/2024,2640,P ,10/9/2023,73.1,A 
10/1/2023,3.99,A ,6/22/2024,5620,P ,7/12/2024,2630,P ,10/9/2023,73.1,A 
10/1/2023,3.99,A ,6/22/2024,5630,P ,7/12/2024,2630,P ,10/9/2023,72.1,A 
10/1/2023,3.99,A ,6/22/2024,5600,P ,7/12/2024,2630,P ,10/9/2023,73.1,A 
10/1/2023,4.12,A ,6/22/2024,5760,P ,7/12/2024,2660,P ,10/9/2023,72.1,A 
10/1/2023,4.12,A ,6/22/2024,5920,P ,7/12/2024,2640,P ,10/9/2023,71,A 
10/1/2023,4.12,A ,6/22/2024,5820,P ,7/12/2024,2640,P ,10/9/2023,69.9,A 
10/1/2023,4.27,A ,6/22/2024,5810,P ,7/12/2024,2640,P ,10/9/2023,67.8,A 
10/1/2023,4.27,A ,6/22/2024,5990,P ,7/12/2024,2640,P ,10/9/2023,68.8,A 
10/1/2023,4.56,A ,6/22/2024,5900,P ,7/12/2024,2630,P ,10/9/2023,68.8,A 
10/1/2023,4.87,A ,6/22/2024,6200,P ,7/12/2024,2660,P ,10/9/2023,68.8,A 
10/1/2023,5.04,A ,6/22/2024,6150,P ,7/12/2024,2660,P ,10/9/2023,66.7,A 
10/1/2023,5.2,A ,6/22/2024,6090,P ,7/12/2024,2630,P ,10/9/2023,65.7,A 
10/1/2023,5.37,A ,6/22/2024,5990,P ,7/12/2024,2630,P ,10/9/2023,66.7,A 
10/1/2023,5.55,A ,6/22/2024,5950,P ,7/12/2024,2640,P ,10/9/2023,65.7,A 
10/1/2023,6.48,A ,6/22/2024,6120,P ,7/12/2024,2640,P ,10/9/2023,65.7,A 
10/1/2023,8.22,A ,6/22/2024,6150,P ,7/12/2024,2640,P ,10/9/2023,64.6,A 
10/1/2023,8.71,A ,6/22/2024,6120,P ,7/12/2024,2640,P ,10/9/2023,63.6,A 
10/1/2023,9.21,A ,6/22/2024,6150,P ,7/12/2024,2660,P ,10/9/2023,62.6,A 
10/1/2023,9.48,A ,6/22/2024,6000,P ,7/12/2024,2660,P ,10/9/2023,63.6,A 
10/1/2023,9.74,A ,6/23/2024,6050,P ,7/12/2024,2660,P ,10/9/2023,62.6,A 
10/1/2023,10,A ,6/23/2024,5920,P ,7/12/2024,2660,P ,10/9/2023,63.6,A 
10/1/2023,10,A ,6/23/2024,6090,P ,7/12/2024,2670,P ,10/9/2023,61.6,A 
10/1/2023,9.48,A ,6/23/2024,6150,P ,7/12/2024,2660,P ,10/9/2023,62.6,A 
10/1/2023,9.21,A ,6/23/2024,6050,P ,7/13/2024,2660,P ,10/9/2023,60.6,A 
10/1/2023,8.96,A ,6/23/2024,6070,P ,7/13/2024,2670,P ,10/9/2023,60.6,A 
10/1/2023,8.71,A ,6/23/2024,5840,P ,7/13/2024,2670,P ,10/9/2023,59.6,A 
10/1/2023,8.71,A ,6/23/2024,6020,P ,7/13/2024,2670,P ,10/9/2023,59.6,A 
10/1/2023,8.96,A ,6/23/2024,5940,P ,7/13/2024,2670,P ,10/9/2023,59.6,A 
10/1/2023,8.96,A ,6/23/2024,6000,P ,7/13/2024,2680,P ,10/9/2023,59.6,A 
10/1/2023,8.96,A ,6/23/2024,5860,P ,7/13/2024,2680,P ,10/9/2023,57,A 
10/1/2023,8.96,A ,6/23/2024,5860,P ,7/13/2024,2690,P ,10/9/2023,57,A 
10/1/2023,8.71,A ,6/23/2024,5740,P ,7/13/2024,2680,P ,10/9/2023,58.4,A 
10/1/2023,8.71,A ,6/23/2024,5940,P ,7/13/2024,2690,P ,10/9/2023,57,A 
10/1/2023,8.46,A ,6/23/2024,5990,P ,7/13/2024,2700,P ,10/9/2023,57,A 
10/1/2023,8.46,A ,6/23/2024,5910,P ,7/13/2024,2700,P ,10/9/2023,58.4,A 
10/1/2023,8.22,A ,6/23/2024,5760,P ,7/13/2024,2700,P ,10/9/2023,55.6,A 
10/1/2023,8.22,A ,6/23/2024,5910,P ,7/13/2024,2700,P ,10/9/2023,55.6,A 
10/1/2023,8.46,A ,6/23/2024,5820,P ,7/13/2024,2710,P ,10/9/2023,55.6,A 
10/1/2023,8.71,A ,6/23/2024,5730,P ,7/13/2024,2710,P ,10/9/2023,55.6,A 
10/1/2023,8.71,A ,6/23/2024,5740,P ,7/13/2024,2720,P ,10/9/2023,55.6,A 
10/1/2023,8.96,A ,6/23/2024,5790,P ,7/13/2024,2720,P ,10/9/2023,51.6,A 
10/1/2023,8.96,A ,6/23/2024,5600,P ,7/13/2024,2720,P ,10/9/2023,54.3,A 
10/1/2023,8.96,A ,6/23/2024,5650,P ,7/13/2024,2730,P ,10/9/2023,52.9,A 
10/1/2023,8.71,A ,6/23/2024,5600,P ,7/13/2024,2720,P ,10/9/2023,51.6,A 
10/1/2023,8.71,A ,6/23/2024,5730,P ,7/13/2024,2730,P ,10/9/2023,52.9,A 
10/1/2023,8.46,A ,6/23/2024,5650,P ,7/13/2024,2740,P ,10/9/2023,52.9,A 
10/1/2023,8.46,A ,6/23/2024,5490,P ,7/13/2024,2740,P ,10/9/2023,51.6,A 
10/1/2023,8.46,A ,6/23/2024,5630,P ,7/13/2024,2740,P ,10/9/2023,50.3,A 
10/1/2023,8.71,A ,6/23/2024,5490,P ,7/13/2024,2740,P ,10/9/2023,50.3,A 
10/1/2023,8.96,A ,6/23/2024,5480,P ,7/13/2024,2740,P ,10/9/2023,51.6,A 
10/1/2023,9.21,A ,6/23/2024,5280,P ,7/13/2024,2750,P ,10/9/2023,50.3,A 
10/1/2023,9.48,A ,6/23/2024,5400,P ,7/13/2024,2750,P ,10/9/2023,50.3,A 
10/1/2023,9.74,A ,6/23/2024,5480,P ,7/13/2024,2740,P ,10/9/2023,51.6,A 
10/1/2023,10,A ,6/23/2024,5400,P ,7/13/2024,2750,P ,10/9/2023,49,A 
10/1/2023,10.3,A ,6/23/2024,5490,P ,7/13/2024,2760,P ,10/9/2023,46.4,A 
10/1/2023,10.6,A ,6/23/2024,5400,P ,7/13/2024,2760,P ,10/9/2023,49,A 
10/1/2023,11.5,A ,6/23/2024,5380,P ,7/13/2024,2760,P ,10/9/2023,49,A 
10/1/2023,12.1,A ,6/23/2024,5310,P ,7/13/2024,2760,P ,10/9/2023,47.7,A 
10/1/2023,12.4,A ,6/23/2024,5250,P ,7/13/2024,2750,P ,10/9/2023,47.7,A 
10/1/2023,13.1,A ,6/23/2024,5340,P ,7/13/2024,2770,P ,10/9/2023,47.7,A 
10/1/2023,13.8,A ,6/23/2024,5190,P ,7/13/2024,2770,P ,10/9/2023,49,A 
10/1/2023,14.9,A ,6/23/2024,5320,P ,7/13/2024,2760,P ,10/9/2023,46.4,A 
10/1/2023,15.6,A ,6/23/2024,5250,P ,7/13/2024,2760,P ,10/9/2023,45.1,A 
10/1/2023,16,A ,6/23/2024,5170,P ,7/13/2024,2770,P ,10/9/2023,45.1,A 
10/1/2023,15.6,A ,6/23/2024,5080,P ,7/13/2024,2760,P ,10/9/2023,45.1,A 
10/1/2023,15.6,A ,6/23/2024,5140,P ,7/13/2024,2770,P ,10/9/2023,43.9,A 
10/1/2023,15.2,A ,6/23/2024,5200,P ,7/13/2024,2770,P ,10/9/2023,45.2,A 
10/2/2023,14.9,A ,6/23/2024,5190,P ,7/13/2024,2790,P ,10/9/2023,43.9,A 
10/2/2023,15.2,A ,6/23/2024,5190,P ,7/13/2024,2790,P ,10/9/2023,43.9,A 
10/2/2023,15.6,A ,6/23/2024,5280,P ,7/13/2024,2790,P ,10/9/2023,45.2,A 
10/2/2023,15.6,A ,6/23/2024,5170,P ,7/13/2024,2800,P ,10/9/2023,43.9,A 
10/2/2023,15.6,A ,6/23/2024,5160,P ,7/13/2024,2790,P ,10/9/2023,40.3,A 
10/2/2023,15.2,A ,6/23/2024,5040,P ,7/13/2024,2800,P ,10/9/2023,43.9,A 
10/2/2023,15.2,A ,6/23/2024,5110,P ,7/13/2024,2800,P ,10/9/2023,40.3,A 
10/2/2023,14.9,A ,6/23/2024,5050,P ,7/13/2024,2810,P ,10/9/2023,41.5,A 
10/2/2023,14.9,A ,6/23/2024,5100,P ,7/13/2024,2810,P ,10/9/2023,42.7,A 
10/2/2023,14.9,A ,6/23/2024,5080,P ,7/13/2024,2810,P ,10/9/2023,42.7,A 
10/2/2023,15.2,A ,6/23/2024,5280,P ,7/13/2024,2820,P ,10/9/2023,42.7,A 
10/2/2023,15.2,A ,6/23/2024,5140,P ,7/13/2024,2830,P ,10/9/2023,41.5,A 
10/2/2023,15.2,A ,6/23/2024,5220,P ,7/13/2024,2830,P ,10/9/2023,41.5,A 
10/2/2023,16,A ,6/23/2024,5220,P ,7/13/2024,2830,P ,10/9/2023,40.3,A 
10/2/2023,17.2,A ,6/23/2024,5290,P ,7/13/2024,2830,P ,10/9/2023,41.5,A 
10/2/2023,17.6,A ,6/23/2024,5370,P ,7/13/2024,2840,P ,10/9/2023,41.5,A 
10/2/2023,17.6,A ,6/23/2024,5310,P ,7/13/2024,2840,P ,10/9/2023,40.3,A 
10/2/2023,17.2,A ,6/23/2024,5430,P ,7/13/2024,2850,P ,10/9/2023,39.1,A 
10/2/2023,16.8,A ,6/23/2024,5420,P ,7/13/2024,2860,P ,10/9/2023,40.3,A 
10/2/2023,17.2,A ,6/23/2024,5450,P ,7/13/2024,2860,P ,10/9/2023,41.5,A 
10/2/2023,17.6,A ,6/23/2024,5590,P ,7/13/2024,2860,P ,10/9/2023,39.1,A 
10/2/2023,18.5,A ,6/23/2024,5750,P ,7/13/2024,2870,P ,10/9/2023,39.1,A 
10/2/2023,19.9,A ,6/23/2024,5560,P ,7/13/2024,2850,P ,10/9/2023,39.1,A 
10/2/2023,20.3,A ,6/23/2024,5700,P ,7/13/2024,2900,P ,10/9/2023,39.1,A 
10/2/2023,21.3,A ,6/23/2024,5730,P ,7/13/2024,2890,P ,10/9/2023,39.1,A 
10/2/2023,21.3,A ,6/23/2024,5760,P ,7/13/2024,2900,P ,10/9/2023,39.1,A 
10/2/2023,21.8,A ,6/23/2024,5890,P ,7/13/2024,2920,P ,10/10/2023,39.1,A 
10/2/2023,22.3,A ,6/23/2024,5860,P ,7/13/2024,2910,P ,10/10/2023,39.1,A 
10/2/2023,24.9,A ,6/23/2024,5860,P ,7/13/2024,2920,P ,10/10/2023,39.1,A 
10/2/2023,30.3,A ,6/23/2024,6010,P ,7/13/2024,2930,P ,10/10/2023,39.1,A 
10/2/2023,36.5,A ,6/23/2024,6010,P ,7/13/2024,2930,P ,10/10/2023,38,A 
10/2/2023,41.1,A ,6/23/2024,6010,P ,7/13/2024,2940,P ,10/10/2023,39.1,A 
10/2/2023,41.9,A ,6/23/2024,6090,P ,7/13/2024,2950,P ,10/10/2023,39.1,A 
10/2/2023,41.1,A ,6/23/2024,6140,P ,7/13/2024,2950,P ,10/10/2023,40.3,A 
10/2/2023,41.9,A ,6/23/2024,6110,P ,7/13/2024,2950,P ,10/10/2023,40.3,A 
10/2/2023,45.3,A ,6/23/2024,6110,P ,7/13/2024,2950,P ,10/10/2023,40.3,A 
10/2/2023,55.6,A ,6/23/2024,6440,P ,7/13/2024,2960,P ,10/10/2023,40.3,A 
10/2/2023,65.9,A ,6/23/2024,6210,P ,7/13/2024,2980,P ,10/10/2023,40.3,A 
10/2/2023,77.8,A ,6/23/2024,6320,P ,7/13/2024,2980,P ,10/10/2023,41.5,A 
10/2/2023,83.6,A ,6/23/2024,6210,P ,7/13/2024,3000,P ,10/10/2023,42.7,A 
10/2/2023,80.7,A ,6/23/2024,6270,P ,7/13/2024,3000,P ,10/10/2023,42.7,A 
10/2/2023,77.8,A ,6/23/2024,6390,P ,7/13/2024,3010,P ,10/10/2023,43.9,A 
10/2/2023,75.1,A ,6/23/2024,6480,P ,7/13/2024,3010,P ,10/10/2023,43.9,A 
10/2/2023,71,A ,6/23/2024,6360,P ,7/13/2024,3010,P ,10/10/2023,43.9,A 
10/2/2023,65.9,A ,6/23/2024,6510,P ,7/13/2024,3020,P ,10/10/2023,45.2,A 
10/2/2023,61.1,A ,6/23/2024,6480,P ,7/13/2024,3030,P ,10/10/2023,47.7,A 
10/2/2023,57.7,A ,6/23/2024,6370,P ,7/13/2024,3040,P ,10/10/2023,47.7,A 
10/2/2023,56.6,A ,6/23/2024,6530,P ,7/13/2024,3060,P ,10/10/2023,46.4,A 
10/2/2023,54.6,A ,6/24/2024,6390,P ,7/13/2024,3070,P ,10/10/2023,47.7,A 
10/2/2023,54.6,A ,6/24/2024,6390,P ,7/13/2024,3070,P ,10/10/2023,49,A 
10/2/2023,54.6,A ,6/24/2024,6410,P ,7/13/2024,3080,P ,10/10/2023,46.4,A 
10/2/2023,55.6,A ,6/24/2024,6580,P ,7/13/2024,3100,P ,10/10/2023,49,A 
10/2/2023,56.6,A ,6/24/2024,6460,P ,7/14/2024,3090,P ,10/10/2023,47.7,A 
10/2/2023,55.6,A ,6/24/2024,6560,P ,7/14/2024,3110,P ,10/10/2023,47.7,A 
10/2/2023,54.6,A ,6/24/2024,6530,P ,7/14/2024,3110,P ,10/10/2023,49,A 
10/2/2023,54.6,A ,6/24/2024,6380,P ,7/14/2024,3140,P ,10/10/2023,49,A 
10/2/2023,54.6,A ,6/24/2024,6480,P ,7/14/2024,3140,P ,10/10/2023,49,A 
10/2/2023,54.6,A ,6/24/2024,6360,P ,7/14/2024,3150,P ,10/10/2023,47.7,A 
10/2/2023,55.6,A ,6/24/2024,6390,P ,7/14/2024,3170,P ,10/10/2023,47.7,A 
10/2/2023,61.1,A ,6/24/2024,6340,P ,7/14/2024,3190,P ,10/10/2023,47.7,A 
10/2/2023,63.5,A ,6/24/2024,6270,P ,7/14/2024,3190,P ,10/10/2023,45.2,A 
10/2/2023,65.9,A ,6/24/2024,6310,P ,7/14/2024,3210,P ,10/10/2023,47.7,A 
10/2/2023,68.4,A ,6/24/2024,6270,P ,7/14/2024,3210,P ,10/10/2023,47.7,A 
10/2/2023,71,A ,6/24/2024,6170,P ,7/14/2024,3250,P ,10/10/2023,46.4,A 
10/2/2023,71,A ,6/24/2024,6210,P ,7/14/2024,3250,P ,10/10/2023,47.7,A 
10/2/2023,68.4,A ,6/24/2024,6160,P ,7/14/2024,3270,P ,10/10/2023,46.4,A 
10/2/2023,67.2,A ,6/24/2024,6210,P ,7/14/2024,3280,P ,10/10/2023,46.4,A 
10/2/2023,64.7,A ,6/24/2024,6160,P ,7/14/2024,3290,P ,10/10/2023,44,A 
10/2/2023,61.1,A ,6/24/2024,6240,P ,7/14/2024,3320,P ,10/10/2023,44,A 
10/2/2023,61.1,A ,6/24/2024,6140,P ,7/14/2024,3330,P ,10/10/2023,44,A 
10/2/2023,58.8,A ,6/24/2024,6070,P ,7/14/2024,3350,P ,10/10/2023,44,A 
10/2/2023,58.8,A ,6/24/2024,6060,P ,7/14/2024,3370,P ,10/10/2023,45.2,A 
10/2/2023,56.6,A ,6/24/2024,6010,P ,7/14/2024,3380,P ,10/10/2023,45.2,A 
10/2/2023,55.6,A ,6/24/2024,5990,P ,7/14/2024,3390,P ,10/10/2023,44,A 
10/2/2023,55.6,A ,6/24/2024,6010,P ,7/14/2024,3430,P ,10/10/2023,45.2,A 
10/2/2023,54.6,A ,6/24/2024,5960,P ,7/14/2024,3440,P ,10/10/2023,42.7,A 
10/2/2023,53.6,A ,6/24/2024,5940,P ,7/14/2024,3440,P ,10/10/2023,44,A 
10/2/2023,53.6,A ,6/24/2024,5930,P ,7/14/2024,3480,P ,10/10/2023,45.2,A 
10/2/2023,51.7,A ,6/24/2024,5930,P ,7/14/2024,3490,P ,10/10/2023,44,A 
10/2/2023,49.8,A ,6/24/2024,5910,P ,7/14/2024,3490,P ,10/10/2023,45.2,A 
10/2/2023,48.8,A ,6/24/2024,5890,P ,7/14/2024,3530,P ,10/10/2023,42.7,A 
10/2/2023,47.9,A ,6/24/2024,5860,P ,7/14/2024,3540,P ,10/10/2023,42.7,A 
10/2/2023,47,A ,6/24/2024,5720,P ,7/14/2024,3550,P ,10/10/2023,42.7,A 
10/2/2023,47,A ,6/24/2024,5720,P ,7/14/2024,3570,P ,10/10/2023,44,A 
10/2/2023,46.1,A ,6/24/2024,5780,P ,7/14/2024,3570,P ,10/10/2023,44,A 
10/2/2023,44.4,A ,6/24/2024,5760,P ,7/14/2024,3580,P ,10/10/2023,42.7,A 
10/2/2023,44.4,A ,6/24/2024,5780,P ,7/14/2024,3590,P ,10/10/2023,42.7,A 
10/2/2023,43.6,A ,6/24/2024,5800,P ,7/14/2024,3620,P ,10/10/2023,40.3,A 
10/2/2023,42.7,A ,6/24/2024,5770,P ,7/14/2024,3620,P ,10/10/2023,44,A 
10/2/2023,42.7,A ,6/24/2024,5650,P ,7/14/2024,3630,P ,10/10/2023,41.5,A 
10/2/2023,41.9,A ,6/24/2024,5640,P ,7/14/2024,3660,P ,10/10/2023,42.7,A 
10/2/2023,41.1,A ,6/24/2024,5650,P ,7/14/2024,3670,P ,10/10/2023,39.2,A 
10/2/2023,40.3,A ,6/24/2024,5650,P ,7/14/2024,3680,P ,10/10/2023,41.5,A 
10/2/2023,40.3,A ,6/24/2024,5720,P ,7/14/2024,3680,P ,10/10/2023,39.2,A 
10/2/2023,39.5,A ,6/24/2024,5560,P ,7/14/2024,3710,P ,10/10/2023,41.5,A 
10/2/2023,38,A ,6/24/2024,5560,P ,7/14/2024,3720,P ,10/10/2023,42.7,A 
10/3/2023,38,A ,6/24/2024,5570,P ,7/14/2024,3720,P ,10/10/2023,41.5,A 
10/3/2023,38,A ,6/24/2024,5590,P ,7/14/2024,3750,P ,10/10/2023,39.2,A 
10/3/2023,37.2,A ,6/24/2024,5610,P ,7/14/2024,3750,P ,10/10/2023,41.5,A 
10/3/2023,36.5,A ,6/24/2024,5670,P ,7/14/2024,3760,P ,10/10/2023,40.3,A 
10/3/2023,36.5,A ,6/24/2024,5560,P ,7/14/2024,3770,P ,10/10/2023,40.3,A 
10/3/2023,35.7,A ,6/24/2024,5610,P ,7/14/2024,3800,P ,10/10/2023,41.5,A 
10/3/2023,35,A ,6/24/2024,5590,P ,7/14/2024,3800,P ,10/10/2023,41.5,A 
10/3/2023,34.3,A ,6/24/2024,5540,P ,7/14/2024,3800,P ,10/10/2023,39.2,A 
10/3/2023,33.6,A ,6/24/2024,5570,P ,7/14/2024,3820,P ,10/10/2023,41.5,A 
10/3/2023,32.9,A ,6/24/2024,5590,P ,7/14/2024,3840,P ,10/10/2023,40.3,A 
10/3/2023,32.9,A ,6/24/2024,5420,P ,7/14/2024,3850,P ,10/10/2023,36.9,A 
10/3/2023,32.2,A ,6/24/2024,5540,P ,7/14/2024,3860,P ,10/10/2023,36.9,A 
10/3/2023,30.9,A ,6/24/2024,5690,P ,7/14/2024,3860,P ,10/10/2023,39.2,A 
10/3/2023,30.9,A ,6/24/2024,5780,P ,7/14/2024,3890,P ,10/10/2023,39.2,A 
10/3/2023,30.3,A ,6/24/2024,5620,P ,7/14/2024,3890,P ,10/10/2023,39.2,A 
10/3/2023,30.3,A ,6/24/2024,5770,P ,7/14/2024,3920,P ,10/10/2023,35.7,A 
10/3/2023,29.6,A ,6/24/2024,5910,P ,7/14/2024,3930,P ,10/10/2023,36.9,A 
10/3/2023,29,A ,6/24/2024,5770,P ,7/14/2024,3930,P ,10/10/2023,38,A 
10/3/2023,29,A ,6/24/2024,5910,P ,7/14/2024,3940,P ,10/10/2023,39.2,A 
10/3/2023,28.4,A ,6/24/2024,6010,P ,7/14/2024,3960,P ,10/10/2023,36.9,A 
10/3/2023,27.8,A ,6/24/2024,5940,P ,7/14/2024,3960,P ,10/10/2023,38,A 
10/3/2023,27.2,A ,6/24/2024,5990,P ,7/14/2024,3970,P ,10/10/2023,36.9,A 
10/3/2023,27.2,A ,6/24/2024,6010,P ,7/14/2024,3970,P ,10/10/2023,38,A 
10/3/2023,26.6,A ,6/24/2024,6090,P ,7/14/2024,3990,P ,10/10/2023,38,A 
