ReadMe File,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,10,,,,,15,,,,,
Date,ME_SWE,ME_SDep,ME_P,ME_Tavg,ME_Tmax,ME_Tmin,ME_SDen,ME_PSadj,ME_SPratio,ME_WDir,ME_WSavg,ME_WSmax,ME_SolRad,ME_flag,SLM_SDep,SLM_P,SLM_Tavg,SLM_Tmax,SLM_Tmin,SLM_WDir,SLM_WSavg,SLM_WSmax,SLM_SolRad,SLM_flag,UTR_SWE,UTR_SDep,UTR_P,UTR_Tavg,UTR_Tmax,UTR_Tmin,UTR_ SMmin,UTR_SMmid,UTR_SMmax,UTR_STmin,UTR_STmid,UTR_STmax,UTR_SDen,UTR_P_Sadj,UTR_SPratio,UTR_WDir,UTR_WSavg,UTR_WSmax,UTR_SolRad,UTR_flag
7/17/2023,0,0,0.8,52,55,50,nan,0.8,0,105,2.9,14,131.5,7,0,0.2,54,62,50,6,0.2,6,147.7,,0,0,0,55,64,48,13.1,7.9,9.4,48,46,44,nan,0,nan,nan,nan,nan,188.2,"13,15,16,17,18"
7/18/2023,0,0,0,56,61,52,nan,0,nan,350,2.2,8.8,246.7,"7, 9",0,0.3,55,62,51,25,0.2,2.8,170.2,,0,0,0.2,55,64,50,12.7,7.4,8.8,49,47,44,nan,0.2,0,nan,nan,nan,152,"13,16,17,18"
7/19/2023,0,0,0.7,53,56,51,nan,0.7,0,89,2.4,14.3,85.5,7,0,1.5,54,59,52,336,0.2,4.7,111.3,,0,0,1.1,55,64,48,12.1,7.1,8.5,49,47,45,nan,1.1,0,nan,nan,nan,179.9,"13,16,17,18"
7/20/2023,0,0,0,54,63,49,nan,0,nan,338,5.6,15.1,405.3,"7, 9",0,0,58,66,49,351,0.8,4.8,371.2,,0,0,0,59,74,46,25.8,17.1,9,49,48,45,nan,0,nan,nan,nan,nan,302.5,"13,15,16,17,18"
7/21/2023,0,0,0,62,67,55,nan,0,nan,110,0.8,9,321.8,"7, 9",0,0,61,73,53,162,0.8,3.9,264,,0,0,0,60,79,45,23.5,15.7,12,50,48,46,nan,0,nan,nan,nan,nan,248.6,"13,15,16,17,18"
7/22/2023,0,0,0,60,66,54,nan,0,nan,302,2.1,11.4,436.4,"7, 9",0,0,61,70,54,102,0.8,3.8,324.4,,0,0,0,63,76,52,21.9,14.6,12.7,51,49,46,nan,0,nan,nan,nan,nan,271.5,"13,15,16,17,18"
7/23/2023,0,0,0,58,64,53,nan,0,nan,83,4.3,15.5,291.2,"7, 9",0,0,60,67,52,300,0.9,5.8,254.2,,0,0,0,60,72,47,19.9,13.2,12.3,52,50,46,nan,0,nan,nan,nan,nan,273.9,"13,15,16,17,18"
7/24/2023,0,0,0.1,54,56,52,nan,0.1,0,296,2.5,13.2,98.8,7,0,0,55,59,53,7,0.1,2.6,61.36,,0,0,0,58,64,53,18.5,12,11.9,52,50,47,nan,0,nan,nan,nan,nan,221.8,"13,15,16,17,18"
7/25/2023,0,0,0,53,58,51,nan,0,nan,202,2.3,8.5,124,"7, 9",0,0,56,61,53,6,0.2,2.7,118.3,,0,0,0,59,68,50,17.6,11.5,11.9,51,50,47,nan,0,nan,nan,nan,nan,274,"13,15,16,17,18"
7/26/2023,0,0,0,54,58,51,nan,0,nan,100,1.7,6.6,188.4,"7, 9",0,0,56,61,53,17,0.3,3.3,151.7,,0,0,0,58,66,52,16.5,10.9,11.3,52,50,47,nan,0,nan,nan,nan,nan,259.6,"13,15,16,17,18"
7/27/2023,0,0,0,54,58,52,nan,0,nan,281,1.7,6.7,141,"7, 9",0,0,56,62,53,345,0.4,4,148.5,,0,0,0,58,67,51,15.6,9.9,10.5,52,50,48,nan,0,nan,nan,nan,nan,281.7,"13,15,16,17,18"
7/28/2023,0,0,0.2,53,55,52,nan,0.2,0,283,1.6,7.2,113.3,7,0,0,58,65,53,351,0.4,4.5,222.9,,0,0,0,57,70,47,14.5,8.9,9.3,52,50,48,nan,0,nan,nan,nan,nan,265.7,"13,15,16,17,18"
7/29/2023,0,0,0,54,58,53,nan,0,nan,315,2,8.1,131.6,"7, 9",0,0,56,62,53,7,0.3,3,166.9,,0,0,0,58,67,47,13,7.8,8.4,52,50,48,nan,0,nan,nan,nan,nan,135,"13,15,16,17,18"
7/30/2023,0,0,0,58,65,53,nan,0,nan,295,1.6,8.7,376.9,"7, 9",0,0,60,68,53,354,0.6,4.1,315.3,,0,0,0,59,79,42,12.4,7.1,7.3,51,50,48,nan,0,nan,nan,nan,nan,269.3,"13,15,16,17,18"
7/31/2023,0,0,0.1,55,58,53,nan,0.1,0,291,1.7,5.9,135,7,0,0,58,65,54,2,0.4,3.4,158,,0,0,0,60,72,49,11.5,6.2,6.1,52,51,48,nan,0,nan,nan,nan,nan,267.8,"13,15,16,17,18"
8/1/2023,0,0,0.2,55,58,53,nan,0.2,0,302,1.8,8.4,132.9,7,0,0,59,66,54,350,0.5,3.7,215.9,,0,0,0,62,79,50,10.1,5.2,5.3,53,51,48,nan,0,nan,nan,nan,nan,239.8,"13,15,16,17,18"
8/2/2023,0,0,0.1,54,56,53,nan,0.1,0,294,1.3,5.2,105.8,7,0,0,58,62,54,356,0.2,4.3,119.8,,0,0,0,60,71,51,9.3,4.8,4.4,53,52,48,nan,0,nan,nan,nan,nan,261.4,"13,15,16,17,18"
8/3/2023,0,0,0,55,56,53,nan,0,nan,136,0.8,5.6,92.8,"7, 9",0,0,59,66,55,16,0.4,3.8,231.9,,0,0,0,60,72,48,8.6,3.8,4.1,53,52,49,nan,0,nan,nan,nan,nan,250.8,"13,15,16,17,18"
8/4/2023,0,0,0.1,54,58,53,nan,0.1,0,74,0.9,5.1,105,7,0,0,58,62,54,348,0.2,4.1,132.3,,0,0,0,58,67,49,8.1,3,3.2,53,52,49,nan,0,nan,nan,nan,nan,261.8,"13,15,16,17,18"
8/5/2023,0,0,0,60,69,52,nan,0,nan,98,1.6,11.5,307,"7, 9",0,0,59,67,53,358,0.4,3.4,206,,0,0,0.1,59,75,44,7.7,2.8,2.8,53,52,49,nan,0.1,0,nan,nan,nan,272.6,"13,16,17,18"
8/6/2023,0,0,2.4,56,59,54,nan,2.4,0,102,7.4,26.9,57.43,7,0,0.7,56,59,53,316,0.2,2.9,74.7,,0,0,0.2,57,67,51,7,2.4,2.4,53,52,49,nan,0.2,0,nan,nan,nan,120,"13,16,17,18"
8/7/2023,0,0,0,55,63,53,nan,0,nan,90,4.1,19.4,175.7,"7, 9",0,0,58,63,52,318,0.3,4.4,159.6,,0,0,0,57,65,47,10.9,2.1,2.4,53,52,49,nan,0,nan,nan,nan,nan,161.8,"13,15,16,17,18"
8/8/2023,0,0,0.2,55,63,52,nan,0.2,0,55,4.4,15.7,191,7,0,0.1,56,63,52,20,0.3,4.8,129.3,,0,0,0,57,71,47,9,2.1,2.1,52,51,49,nan,0,nan,nan,nan,nan,151.4,"13,15,16,17,18"
8/9/2023,0,0,0.3,52,54,51,nan,0.3,0,98,3.4,11.7,106.8,7,0,0.4,53,55,52,338,0.1,2.8,92.9,,0,0,0.1,54,60,47,7.9,1.5,2,52,51,49,nan,0.1,0,nan,nan,nan,92.6,"13,16,17,18"
8/10/2023,0,0,0.6,53,54,51,nan,0.6,0,88,1.3,10.1,95.7,7,0,0.1,54,59,51,202,0.2,2.4,103.7,,0,0,0.1,52,64,43,8.8,1.7,2,52,51,49,nan,0.1,0,nan,nan,nan,111.3,"13,16,17,18"
8/11/2023,0,0,0.3,53,59,50,nan,0.3,0,106,0,3.8,229.7,7,0,0.3,53,61,50,175,0.4,2.9,143.3,,0,0,0.1,54,67,41,8.1,1.7,1.7,51,51,49,nan,0.1,0,nan,nan,nan,193.5,"13,16,17,18"
8/12/2023,0,0,2.4,51,53,49,nan,2.4,0,108,7.9,34.9,42.39,7,0,0.7,51,56,49,220,0.4,8.8,60.53,,0,0,0.3,50,58,45,7.6,1.4,1.7,51,51,48,nan,0.3,0,nan,nan,nan,89.4,"13,16,17,18"
8/13/2023,0,0,3.8,51,53,49,nan,3.8,0,109,8.8,30.9,31.72,7,0,1.2,50,52,49,322,0.3,9.8,49.75,,0,0,0.4,49,54,46,13.2,1.4,1.7,50,50,48,nan,0.4,0,nan,nan,nan,81.2,"13,16,17,18"
8/14/2023,0,0,0.2,50,51,49,nan,0.2,0,91,4.2,12.8,77.69,7,0,0,52,58,49,325,0.3,4.3,144.3,,0,0,0,53,61,46,16.4,1.4,1.7,50,50,48,nan,0,nan,nan,nan,nan,127.2,"13,15,16,17,18"
8/15/2023,0,0,1.5,51,53,48,nan,1.5,0,96,5.2,20.6,68.94,7,0,0.6,51,54,47,184,0.3,3.7,76.96,,0,0,0.3,50,57,42,16,1.7,2.2,50,50,48,nan,0.3,0,nan,nan,nan,61.88,"13,16,17,18"
8/16/2023,0,0,1.7,49,52,47,nan,1.7,0,95,1.5,15.2,104.6,7,0,0.7,50,52,48,309,0.3,3.6,87.1,,0,0,0.8,47,50,45,18.4,2.3,2,50,50,48,nan,0.8,0,nan,nan,nan,57.08,"13,16,17,18"
8/17/2023,0,0,0,52,63,47,nan,0,nan,346,3,18.2,363.7,"7, 9",0,0,53,64,46,163,0.8,3.9,266,,0,0,0,54,71,42,26,16,2,48,49,48,nan,0,nan,nan,nan,nan,234.7,"13,15,16,17,18"
8/18/2023,0,0,0,51,55,49,nan,0,nan,98,3.1,13.1,101.3,"7, 9",0,0,53,62,47,126,0.9,4.4,212.6,,0,0,0,52,68,36,23,14.3,2,50,50,48,nan,0,nan,nan,nan,nan,212.1,"13,15,16,17,18"
8/19/2023,0,0,0,51,62,48,nan,0,nan,120,3,13,216.6,"7, 9",0,0.1,53,59,48,95,0.4,3.6,116.5,,0,0,0,52,62,44,21.2,12.6,3,50,50,48,nan,0,nan,nan,nan,nan,144.9,"13,15,16,17,18"
8/20/2023,0,0,0,53,60,49,nan,0,nan,322,3.5,11.5,323,"7, 9",0,0,53,63,47,186,0.9,4.3,203.3,,0,0,0,51,63,38,19.8,11.5,4.4,50,50,48,nan,0,nan,nan,nan,nan,182.5,"13,15,16,17,18"
8/21/2023,0,0,0,51,53,50,nan,0,nan,309,3.6,11.9,110.6,"7, 9",0,0,54,63,48,173,0.9,5.3,254,,0,0,0,53,69,39,18.6,10.6,4.8,50,49,48,nan,0,nan,nan,nan,nan,194.9,"13,15,16,17,18"
8/22/2023,0,0,0,52,60,49,nan,0,nan,291,2.4,7.2,306.9,"7, 9",0,0,55,63,50,294,0.7,5.5,258.7,,0,0,0,53,73,34,16.9,9.3,4.8,50,49,48,nan,0,nan,nan,nan,nan,191.8,"13,15,16,17,18"
8/23/2023,0,0,0.1,52,55,50,nan,0.1,0,190,1.5,8.6,90.4,7,0,0,53,59,48,341,0.4,4.2,105.1,,0,0,0,54,71,37,15.6,8.3,4.5,50,49,48,nan,0,nan,nan,nan,nan,197,"13,15,16,17,18"
8/24/2023,0,0,1.5,50,51,49,nan,1.5,0,105,7.9,24.5,26.17,7,0,1.6,53,55,52,320,0.1,3.6,56.51,,0,0,0.6,54,62,50,13.9,7,4.4,50,50,48,nan,0.6,0,nan,nan,nan,119.2,"13,16,17,18"
8/25/2023,0,0,1.1,51,52,50,nan,1.1,0,105,7.7,24.4,25.9,7,0,1,52,54,51,312,0.1,4.2,57.03,,0,0,0.6,53,59,48,20.4,7.1,5,50,50,48,nan,0.6,0,nan,nan,nan,106.4,"13,16,17,18"
8/26/2023,0,0,2.9,53,56,51,nan,2.9,0,106,10.5,29.3,59.93,7,0,2.5,53,54,51,242,0.3,5.7,30.3,,0,0,1.5,54,60,49,24.7,15.3,5.3,50,50,48,nan,1.5,0,nan,nan,nan,59.58,"13,16,17,18"
8/27/2023,0,0,0.9,54,55,53,nan,0.9,0,106,7.8,26.2,23.87,7,0,0.7,54,55,52,247,0.2,3.6,34.13,,0,0,0.3,57,61,52,31.3,24.2,23.5,52,50,48,nan,0.3,0,nan,nan,nan,66.76,"13,16,17,18"
8/28/2023,0,0,1,55,58,53,nan,1,0,106,6,18.5,34.7,7,0,1.2,54,55,52,322,0.1,7.2,44.72,,0,0,0.4,55,61,50,27.5,20.5,25.6,51,51,49,nan,0.4,0,nan,nan,nan,60.86,"13,16,17,18"
8/29/2023,0,0,5.2,54,58,52,nan,5.2,0,108,8.8,22.6,46.1,7,0,1.7,54,58,52,294,0.2,4.9,49.03,,0,0,1.3,55,63,49,28.9,20.8,26,51,51,49,nan,1.3,0,nan,nan,nan,58.35,"13,16,17,18"
8/30/2023,0,0,0.3,49,52,48,nan,0.3,0,100,3.2,15.4,76.52,7,0,0.5,50,54,48,259,0.2,3.9,62.38,,0,0,0.2,50,54,46,30.9,22.8,27.4,52,51,49,nan,0.2,0,nan,nan,nan,73.78,"13,16,17,18"
8/31/2023,0,0,3.3,49,51,47,nan,3.3,0,109,10,31,37.51,7,0,1.5,49,51,47,301,0.2,7.2,26.59,,0,0,1.3,48,53,45,27.5,20.5,26.2,50,50,49,nan,1.3,0,nan,nan,nan,27.23,"13,16,17,18"
9/1/2023,0,0,0.3,50,51,49,nan,0.3,0,112,2,16.8,44.96,7,0,0.7,51,53,48,189,0.2,2.8,33.39,,0,0,0.4,50,56,46,30.9,23,27.9,49,50,49,nan,0.4,0,nan,nan,nan,100.6,"13,16,17,18"
9/2/2023,0,0,0,50,58,47,nan,0,nan,342,1.3,8.5,237.5,"7, 9",0,0.1,50,60,44,195,0.6,4.2,109.3,,0,0,0.1,48,60,37,28.7,21,26.7,49,49,48,nan,0.1,0,nan,nan,nan,173.6,"13,16,17,18"
9/3/2023,0,0,1.2,47,51,44,nan,1.2,0,99,5.2,20.2,46.52,7,0,0.3,47,48,44,193,0.3,3.2,42.76,,0,0,0.2,44,50,36,27.5,20.2,26,49,49,48,nan,0.2,0,nan,nan,nan,43.97,"13,16,17,18"
9/4/2023,0,0,0,50,54,46,nan,0,nan,344,3.3,12.2,225.9,"7, 9",0,0.1,50,60,46,203,0.5,3.7,187.1,,0,0,0,49,60,42,27.1,19.4,25.2,48,48,48,nan,0,nan,nan,nan,nan,136,"13,15,16,17,18"
9/5/2023,0,0,0.1,50,56,46,nan,0.1,0,97,3.2,10.9,196.7,7,0,0,49,54,43,177,0.8,3.5,120,,0,0,0,47,59,34,26.6,18.9,24.8,48,48,47,nan,0,nan,nan,nan,nan,96.5,"13,15,16,17,18"
9/6/2023,0,0,2.6,47,48,44,nan,2.6,0,108,7.8,22.7,35.09,7,0,1.3,48,50,43,219,0.3,6.3,34.56,,0,0,0.6,46,50,42,25.3,18.2,24,48,48,47,nan,0.6,0,nan,nan,nan,40.45,"13,16,17,18"
9/7/2023,0,0,0.8,44,48,42,nan,0.8,0,98,4.7,20.7,66.35,7,0,0.3,44,48,41,189,0.3,2.6,58.38,,0,0,0.1,42,47,37,29.6,19.8,25,47,48,47,nan,0.1,0,nan,nan,nan,58.79,"13,16,17,18"
9/8/2023,0,0,2.2,48,52,43,nan,2.2,0,87,4,21.9,59.31,7,0,0.7,46,50,43,176,0.7,13.7,50.69,,0,0,0.7,41,46,39,28.7,19.9,25.8,46,47,47,nan,0.7,0,nan,nan,nan,33.02,"13,16,17,18"
9/9/2023,0,0,1.8,47,50,43,nan,1.8,0,107,7.6,35.8,52.67,7,0,0.9,47,51,44,205,0.5,7.8,59.61,,0,0,0.9,45,54,39,32.3,21.6,27,45,46,46,nan,0.9,0,nan,nan,nan,53.25,"13,16,17,18"
9/10/2023,0,0,2,46,49,42,nan,2,0,52,2.1,13.5,18.8,7,0,0.9,44,46,42,202,0.3,8.2,26.37,,0,0,1,39,43,35,30.5,21.4,27,45,46,46,nan,1,0,nan,nan,nan,22.56,"13,16,17,18"
9/11/2023,0,0,1.7,44,49,42,nan,1.7,0,18,2.9,11.9,83.9,7,0,1.1,44,47,42,207,0.2,4.7,52.44,,0,0,0.9,41,48,33,33.4,23.3,28.4,43,45,46,nan,0.9,0,nan,nan,nan,63.15,"13,16,17,18"
9/12/2023,0,0,0.7,43,44,42,nan,0.7,0,103,4.9,16,46.54,7,0,0,44,48,41,199,0.3,3.3,65.78,,0,0,0,44,52,39,30.4,21.8,27.5,44,45,45,nan,0,nan,nan,nan,nan,78.69,"13,15,16,17,18"
9/13/2023,0,0,1,43,47,42,nan,1,0,97,5.5,18.2,47.34,7,0,0.2,44,47,43,218,0.2,2.9,49.03,,0,0,0.1,43,50,38,28.1,20,26.1,44,45,45,nan,0.1,0,nan,nan,nan,67.97,"13,16,17,18"
9/14/2023,0,0,1.8,44,47,40,nan,1.8,0,80,3.9,22.2,36.76,7,0,0.5,43,47,42,230,0.4,6.6,60.62,,0,0,1.1,39,43,35,26.9,19.3,25.3,44,45,45,nan,1.1,0,nan,nan,nan,27.5,"13,16,17,18"
9/15/2023,0,0,1.6,42,44,40,nan,1.6,0,105,8.1,28.7,41.4,7,0,0.5,42,44,40,216,0.2,2.7,40.24,,0,0,0.1,43,49,37,33.1,23,28.3,42,44,45,nan,0.1,0,nan,nan,nan,73.54,"13,16,17,18"
9/16/2023,0,0,3,46,47,42,nan,3,0,96,8.6,34.9,15.08,7,0,0.6,44,48,42,180,0.4,7.2,29.4,,0,0,0.6,43,46,40,29.2,20.7,26.9,43,44,44,nan,0.6,0,nan,nan,nan,35.03,"13,16,17,18"
9/17/2023,0,0,0,48,54,43,nan,0,nan,312,5.6,14.9,202.1,"7, 9",0,nan,50,61,43,186,1,6.4,134.8,2,0,0,0,46,56,37,31.8,21.4,27.4,43,44,44,nan,0,nan,nan,nan,nan,82.5,"13,15,16,17,18"
9/18/2023,0,0,0.2,46,51,41,nan,0.2,0,84,4.8,18.6,45.79,7,0,0.3,47,52,43,188,0.7,4.9,51.46,,0,0,0.1,42,49,35,28.9,20.5,26.5,44,45,44,nan,0.1,0,nan,nan,nan,44.65,"13,16,17,18"
9/19/2023,0,0,0,47,55,42,nan,0,nan,308,4.1,14.8,216.1,"7, 9",0,0,46,54,39,181,0.9,4.1,107,,0,0,0,nan,nan,nan,28.5,19.8,25.9,44,44,44,nan,0,nan,nan,nan,nan,nan,"4,5,6,13,15,16,17,18,19"
9/20/2023,0,0,1.3,43,46,40,nan,1.3,0,108,9.8,35.9,47.29,7,0,0.5,nan,nan,nan,nan,nan,nan,nan,"3,4,5,6,7,8,9",0,0,0.3,nan,nan,nan,27.4,19.2,25.3,44,44,44,nan,0.3,0,nan,nan,nan,48.33,"4,5,6,13,16,17,18"
9/21/2023,0,0,0.3,43,50,41,nan,0.3,0,87,4.5,15.6,153.5,7,0,0.1,43,51,38,195,0.7,4.5,89.3,,0,0,0,nan,nan,nan,29.2,19.7,25.8,43,44,44,nan,0,nan,nan,nan,nan,89.7,"4,5,6,13,15,16,17,18"
9/22/2023,0,0,0,44,52,39,nan,0,nan,344,1.6,8.5,235.1,"7, 9",0,0,43,52,37,185,0.9,3.2,109.3,,0,0,0,nan,nan,nan,27.9,19.4,25.7,43,44,44,nan,0,nan,nan,nan,nan,82,"4,5,6,13,15,16,17,18"
9/23/2023,0,0,0,44,50,39,nan,0,nan,27,1.3,7.3,156.4,"7, 9",0,0,43,49,39,190,0.9,4.6,86.2,,0,0,0,nan,nan,nan,27.1,19,25.1,42,44,44,nan,0,nan,nan,nan,nan,107.4,"4,5,6,13,15,16,17,18"
9/24/2023,0,0,0,46,51,40,nan,0,nan,331,2.9,11.2,225.1,"7, 9",0,0,43,50,38,182,1,5.8,95.9,,0,0,0,nan,nan,nan,26.6,18.7,24.6,42,44,44,nan,0,nan,nan,nan,nan,67.48,"4,5,6,13,15,16,17,18"
9/25/2023,0,0,0,47,53,42,nan,0,nan,349,3,12.1,199.2,"7, 9",0,0,48,55,40,177,1.6,8.3,107,,0,0,0,nan,nan,nan,26.4,18.1,24,42,43,43,nan,0,nan,nan,nan,nan,120.6,"4,5,6,13,15,16,17,18"
9/26/2023,0,0,0,47,50,43,nan,0,nan,347,3.6,12.3,183.3,"7, 9",0,0,47,57,39,175,1,6.1,100,,0,0,0,nan,nan,nan,26.1,17.9,23.7,41,42,43,nan,0,nan,nan,nan,nan,124.2,"4,5,6,13,15,16,17,18"
9/27/2023,0,0,0,48,52,46,nan,0,nan,341,3.5,11.9,162.4,"7, 9",0,0,51,55,47,166,1.7,11.4,71.48,,0,0,0,nan,nan,nan,25.8,17.7,23.3,41,42,43,nan,0,nan,nan,nan,nan,63.58,"4,5,6,13,15,16,17,18"
9/28/2023,0,0,0,48,54,43,nan,0,nan,99,2,9.7,161.9,"7, 9",0,0,46,51,42,190,1,8.9,64.29,,0,0,0,nan,nan,nan,25.5,17.3,23.2,42,42,43,nan,0,nan,nan,nan,nan,57.05,"4,5,6,13,15,16,17,18"
9/29/2023,0,0,0.1,43,46,41,nan,0.1,0,106,3.6,11.6,55.21,7,0,0.2,42,44,41,187,0.4,3.9,42.6,,0,0,0,nan,nan,nan,25.5,17.4,23,42,43,43,nan,0,nan,nan,nan,nan,50.04,"4,5,6,13,15,16,17,18"
9/30/2023,0,0,0.3,41,43,40,nan,0.3,0,102,6.4,27.1,23.44,7,0,0.3,41,43,38,183,0.3,2.6,26.29,,0,0,0.2,nan,nan,nan,25.5,17.2,22.8,42,43,43,nan,0.2,0,nan,nan,nan,27.37,"4,5,6,13,16,17,18"
10/1/2023,0,0,2.2,44,46,42,nan,2.2,0,103,5.3,23.8,35.91,7,0,0.3,42,45,40,223,0.1,3,41.08,,0,0,0.2,nan,nan,nan,27,17.1,22.4,42,43,43,nan,0.2,0,nan,nan,nan,43.97,"4,5,6,13,16,17,18"
10/2/2023,0,0,1.4,43,46,40,nan,1.4,0,104,5.8,17.1,29.34,7,0,1.7,42,44,37,178,0.5,11.4,23.02,,0,0,1.3,nan,nan,nan,28.7,17.9,23.1,42,43,42,nan,1.3,0,nan,nan,nan,11.13,"4,5,6,13,16,17,18"
10/3/2023,0,0,0,42,47,39,nan,0,nan,342,2.2,11.1,175.7,"7, 9",0,0.1,42,48,36,164,1.6,11.2,63.87,,0,0,0,nan,nan,nan,32.7,22.8,28.1,40,42,42,nan,0,nan,nan,nan,nan,98.5,"4,5,6,13,15,16,17,18"
10/4/2023,0,0,0,43,50,37,nan,0,nan,58,1.4,13.6,134.4,"7, 9",0,0,40,45,37,166,1.5,13,66.25,,0,0,0,nan,nan,nan,30.6,21,27,39,41,42,nan,0,nan,nan,nan,nan,95,"4,5,6,13,15,16,17,18"
10/5/2023,0,0,1.8,44,48,39,nan,1.8,0,100,5.3,20.7,19.46,7,0,0.3,38,41,35,203,0.3,4.9,17.76,,0,0,0.5,nan,nan,nan,28.7,19.8,26.3,38,40,41,nan,0.5,80,nan,nan,nan,9.11,"4,5,6,13,16,17,18"
10/6/2023,0,0,1.9,44,46,43,nan,1.9,0,109,7.2,22.7,29.82,7,0,0.6,43,44,41,180,0.3,2.2,20.02,,0.4,1,0.6,nan,nan,nan,29.2,19.4,25.7,38,40,41,nan,0.6,0,nan,nan,nan,27.26,"4,5,6,13,16,17,18"
10/7/2023,0,0,1.1,47,49,44,nan,1.1,0,45,3.3,27.2,28.57,7,6,0.3,43,47,41,184,0.3,5.5,27.68,,0.2,1,0.4,nan,nan,nan,32.2,21.6,27.7,38,39,40,nan,0.4,0,nan,nan,nan,24.66,"4,5,6,13,16,17,18"
10/8/2023,0,0,1.8,43,48,40,nan,1.8,0,97,7.9,28.5,30.35,7,0,0.3,43,45,40,190,0.5,6.1,28.27,,0,0,0,nan,nan,nan,33.1,21.8,27.7,39,40,40,nan,0,nan,nan,nan,nan,38.23,"4,5,6,13,15,16,17,18"
10/9/2023,0,0,0.3,42,46,38,nan,0.3,0,334,5.6,14.3,44.9,7,0,0,43,52,36,173,0.9,7.6,50.33,,0,0,0.2,nan,nan,nan,30,20.6,27,40,40,40,nan,0.2,0,nan,nan,nan,42.98,"4,5,6,13,16,17,18"
10/10/2023,0,0,0.5,39,43,38,nan,0.5,0,101,5.3,20.9,89,7,0,0.5,40,43,38,192,0.3,4.1,36.77,,0,0,0.1,nan,nan,nan,29,19.8,26.3,39,40,40,nan,0.1,0,nan,nan,nan,53.76,"4,5,6,13,16,17,18"
10/11/2023,0,0,0.3,39,42,38,nan,0.3,0,92,4.2,19.8,30.71,7,0,0.1,39,42,36,182,0.4,2.8,36.02,,0,0,0,nan,nan,nan,29.8,20.2,26.4,39,40,40,nan,0,nan,nan,nan,nan,40.54,"4,5,6,13,15,16,17,18"
10/12/2023,0,0,0.7,39,42,37,nan,0.7,0,64,2.9,17.6,23.83,7,0,0.2,40,44,36,175,0.7,8.3,33.07,,0,0,0.2,nan,nan,nan,28.6,19.7,25.9,38,40,40,nan,0.2,0,nan,nan,nan,38.99,"4,5,6,13,16,17,18"
10/13/2023,0,0,1.3,41,47,39,nan,1.3,0,82,2.6,28.2,56.88,7,0,0.6,39,43,36,190,0.1,3.7,42.15,,0,0,0.5,nan,nan,nan,27.9,19.1,25.4,39,40,40,nan,0.5,0,nan,nan,nan,11.72,"4,5,6,13,16,17,18"
10/14/2023,0,0,2,44,48,39,nan,2,0,107,9.1,28.8,9.65,7,0,0.8,41,44,39,184,0.3,5.2,14.76,,0,0,0.7,nan,nan,nan,31.4,19.5,25.1,38,39,40,nan,0.7,0,nan,nan,nan,10.95,"4,5,6,13,16,17,18"
10/15/2023,0,0,0.1,44,50,40,nan,0.1,0,92,2.6,15.2,98.6,7,0,0.2,40,43,37,177,0.5,3,34.9,,0,0,0.1,nan,nan,nan,33.7,22.2,27.8,37,39,39,nan,0.1,0,nan,nan,nan,63.85,"4,5,6,13,16,17,18"
10/16/2023,0,0,0,47,49,44,nan,0,nan,61,3.4,19.3,61.12,"7, 9",0,0.4,42,47,38,190,0.8,4.3,47.78,,0,0,0,nan,nan,nan,31.4,20.9,27.1,37,38,39,nan,0,nan,nan,nan,nan,52.17,"4,5,6,13,15,16,17,18"
10/17/2023,0,0,0.3,44,47,42,nan,0.3,0,1,3.8,14.8,28.31,7,0,0.3,41,42,38,183,0.4,3.1,23.49,,0,0,0.2,nan,nan,nan,30.2,20.2,26.4,37,38,39,nan,0.2,0,nan,nan,nan,23.46,"4,5,6,13,16,17,18"
10/18/2023,0,0,0,43,47,39,nan,0,nan,327,3.9,12.9,90,"7, 9",0,0,47,51,39,174,2,15.3,32.91,,0,0,0,nan,nan,nan,30.8,20.2,26.4,37,38,39,nan,0,nan,nan,nan,nan,46.14,"4,5,6,13,15,16,17,18"
10/19/2023,0,0,0,37,41,32,nan,0,nan,268,5.7,21.3,113.8,"7, 9",0,0.2,38,43,34,177,1.2,9.3,40.36,,0,0,0,nan,nan,nan,31.2,20.3,26.4,37,38,39,nan,0,nan,nan,nan,nan,30.13,"4,5,6,13,15,16,17,18"
10/20/2023,0,0,0,33,38,28,nan,0,nan,357,1,10.4,115.7,"7, 9",0,0.1,32,34,30,172,2,16.4,18.52,,0,0,0,nan,nan,nan,29.1,19.8,26,36,38,38,nan,0,nan,nan,nan,nan,49.54,"4,5,6,13,15,16,17,18"
10/21/2023,0,0,0,33,36,28,nan,0,nan,337,2.5,12.8,111.7,"7, 9",0,0.1,34,38,31,161,2.7,14.4,17.59,,0,0,0,nan,nan,nan,28.3,19.3,25.7,35,37,38,nan,0,nan,nan,nan,nan,45.96,"4,5,6,13,15,16,17,18"
10/22/2023,0,0,0,33,38,29,nan,0,nan,332,1.7,15.8,104,"7, 9",0,0.1,33,36,30,166,2.1,15.8,16.47,,0,0,0,nan,nan,nan,27.5,18.9,24.9,34,36,38,nan,0,nan,nan,nan,nan,42.9,"4,5,6,13,15,16,17,18"
